id	text
zh_0651	日本炸雞霸主空降桃園，半公斤雞腿祭出「吉」餓優惠！
zh_0652	苗栗砍人男：十年老顾客，每次来都“剁”点东西！
zh_0653	追光吧，打工人，明天老板可能就发奖金了！
zh_0654	中華隊對香港隊：不是比賽，是關門放狗（球）！
zh_0655	TVBS热搜榜：全台人民今天又在操心啥？
zh_0656	三本杂志凑一块，财经圈的“三体”来了。
zh_0657	回教堂收了个“惊喜包裹”，费绍尔喊话：别瞎猜，快递还没拆呢！
zh_0658	資策會開箱AI，花式整活看呆你！
zh_0659	漢米爾頓新錶帥到側風都自動讓道，連磁場都不敢靠近！
zh_0660	巨大自行车被美国“卡”住了，连踩都踩不动！
zh_0661	国民党救灾不忘造谣，结果脸被打得比废墟还平。
zh_0662	以色列喊话：再不听话，真要生气啦！
zh_0663	国庆干饭指南上线，《这里很好吃》双更，馋哭别怪我！
zh_0664	查公職人員補助？上網一鍵揪出「自己人」！
zh_0665	花蓮堰塞湖是豆腐渣？不爆破是怕它真成「豆腐腦」！
zh_0666	财政部：钱不是问题，问题是没钱。
zh_0667	李先知：算得准，活得累。
zh_0668	军人待遇有保障，国家安全才不“裸奔”。
zh_0669	三菱得利卡：小身材大肚量，露营睡觉不将就！
zh_0670	广汽丰田，居然没让我失望——这最让人意外！
zh_0671	美国政府又在“关门大吉”边缘反复横跳。
zh_0672	日系家电偷偷装了AI，现在连电饭煲都会嫌弃你煮得太咸了。
zh_0673	民意不是猜谜，是科学算命。
zh_0674	教师节连假，超商疯送：10元吃蛋黄酥冰淇淋，酷繽沙还白送一杯，老师没放假，钱包先放假！
zh_0675	兆豐銀減息大放送，兩千家廠商笑到銀行都快倒貼了！
zh_0676	郵票癮犯了？貓貓蟲咖波來療癒你的集郵魂！
zh_0677	水退了，怪手进场“帮忙”清淤，人比泥还多！
zh_0678	傅嘉莉靠《刑侦12》破案，顺便把自己“判”成了影后！
zh_0679	梁恩碩連射兩記「日」光彈，殺進八強曬太陽！
zh_0680	吴俊刚：政党的信用比我的发际线掉得还快。
zh_0681	Windows 10要退休了，你的电脑准备领退休金了吗？
zh_0682	信了“只付利息无限宽限”，你的保证金可能比梦想先跑路！
zh_0683	威廉闪兵罢工首现身，连声“拍谢”快闪如逃单。
zh_0684	海嘯迷路爬山去了？
zh_0685	巨灾来了？先穿好“防弹内裤”再说！
zh_0686	荷兰给波兰快递一套“防空外卖”，还配了反无人机打包盒。
zh_0687	海水冲进酒店，前台都改划船接待了！
zh_0688	Peugeot 5008要出纯电版了，七人座，电费AA制！
zh_0689	鼻子堵成单行道，再不通就该挂号了！
zh_0690	中企狂奔，韩企还在系鞋带。
zh_0691	戚继光和沂蒙山结伴来港“饮茶”，港水都紧张得冒泡！
zh_0692	阿公扫家园，孙女请假来“监工”。
zh_0693	明報集團出刊，字字珠璣，句句欠薪。
zh_0694	韩国中秋连假变“连堵”，机场罢工让526万人原地过节。
zh_0695	早安世界，更新了，快来看！
zh_0696	小说：别人的人生，我的消遣。
zh_0697	关了九年，一出狱就“重操旧业”，连超商门口的小学生都不放过！
zh_0698	皮蛇：我不是蛇，我只是皮肤有点“卷”。
zh_0699	郭書瑤春風吹過，銀幕情侶變未爆戀愛彈！
zh_0700	《巅峰权力》：老板的咖啡里，原来加的是我的年终奖。
zh_0701	台铁又“躺平”了，明天才能爬起来跑！
zh_0702	专家说：我有个观点，但先让我看看风往哪边吹。
zh_0703	光復災民領5萬慰問金，沒證件？報夢也行！
zh_0704	阿嬷手术台上喊卡，医生秒懂：她怕麻药没WiFi！
zh_0705	柯洁三连冠，棋圣都快成他家祖传头衔了！
zh_0706	堵车堵出度假感，路中间打羽毛球、钓鱼送鱼，高速秒变休闲公园！
zh_0707	全城打太极，卷成麻花也不停！
zh_0708	范玮琪喊想大家，网友秒回：大牙先挺住！
zh_0709	旅游吧，钱包瘦得比你还快！
zh_0710	花莲变“花莲海”，鱼都比人熟路。
zh_0711	子宫里装了“隔断墙”？一文说清怎么拆！
zh_0712	SEVENTEEN团魂爆表，DK喊话兄弟：再肝十年也不散！
zh_0713	美联储10月不降息，算我输！
zh_0714	社群帝国梦碎：权力上头，贪婪拉胯，梦想迷路。
zh_0715	美军打算2040年让C-5和C-17“光荣退休”，新飞机连名字都还没背熟呢！
zh_0716	车比人多，路都堵成停车场了！
zh_0717	新报业和华文媒联手搞了个“数码大杂烩”。
zh_0718	苏澳这家饭店，泡完热泉冒汗，转头冷泉打哆嗦——老板是想让人体验四季轮回？
zh_0719	草嶺湖靠「地勢高」自然溢流，居民看花蓮：我們酸了，不是醋！
zh_0720	印中直航五年“失联”，终于十月前“重新加回好友”。
zh_0721	刘佩玥和周志文连闺蜜都开始帮他们挑喜糖了！
zh_0722	乾隆的后花园终于开放了，朕准你进去遛弯儿！
zh_0723	王定宇气到退群，LINE都留不住他的怒气！
zh_0724	中科院和清大联手“炼合金”，这次不是炼丹，是炼高科技！
zh_0725	Disney+漲價嚇跑粉絲，台灣急推半價「逃命套餐」！
zh_0726	有钱人租房不是买不起，是懒得把钱变成砖头！
zh_0727	2025年KFC優惠碼懶人包：買一送一，胖得理直氣壯！
zh_0728	韩流来袭，连泡菜都开始跳舞了！
zh_0729	台灣奉獻獎砸破億，創辦人穿越時空來頒獎！
zh_0730	热搜榜上全是瓜，吃都吃不完！
zh_0731	花蓮馬太鞍溪「自帶泥膜」，光復鄉秒變天然泥漿浴！
zh_0732	幽灵轰炸机诈尸上岗，F-117A偷偷回来加班！
zh_0733	日照渔民不种地，专在海里“种”海鲜！
zh_0734	花蓮6歲娃被泥沙「藏」起來，媽媽急到心碎，結果他只是去土裡玩躲貓貓！
zh_0735	洪水淹到五月天钱包，刘若英也赶紧掏钱救场！
zh_0736	失智照护烧掉3千亿，比遗传更狠的竟是你的沙发土豆日常！
zh_0737	徐威：华人盛典都快成华人精神的“朋友圈年度回忆”了！
zh_0738	“桦加沙”刚走，海陵岛的海鲜锅就急着冒烟了！
zh_0739	賴總統點將：陸軍阿湯哥升官，文宣鬼才樓偉傑還是那個寫稿比打仗還猛的狠角色！
zh_0740	九催不如一撤，结果全在“强制”里躺平了。
zh_0741	夜还长，电还够，一支手机就把新闻搞！
zh_0742	实龙岗回教堂查完没毒，但有人吓得喘不过气送医了。
zh_0743	花莲6岁娃被淹成“鱼”，捞出来还能笑！
zh_0744	时尚：今天穿得像人，明天穿得像衣架。
zh_0745	上完专上，专上不上。
zh_0746	珍古德博士走了，连地球都少了个“脚印”收藏家。
zh_0747	邱立本：名字听起来像本书，其实是个会走路的八卦周刊。
zh_0748	書偉爸走了，告別式低調到連悲傷都偷偷摸摸。
zh_0749	李若彤高铁嗦粉，直呼中国速度连辣都跑不过！
zh_0750	布拉格地铁站：坐个车，顺便逛完共产主义美术馆。
zh_0751	柯麟：一手拿听诊器，一手揣救国梦，挂号还免排队。
zh_0752	爆破？林業署說：別鬧，炸完變「馬太慘」！
zh_0753	香港學校網：上網課不如上網。
zh_0754	2.3亿威力彩开出，对中7码直接躺平退休！
zh_0755	自民黨掌舵人選？首相：誰能照著我的劇本演就誰上！
zh_0756	德州电多税少地又大，台厂搬家比搬家还快！
zh_0757	跨国婚姻的娃，一出生就自带“国际漫游”套餐。
zh_0758	火锅煮了40年，疯子还在打拍子！
zh_0759	点开“看更多”，结果看到的是我的花呗账单。
zh_0760	不是学医也不是码农，这科系毕业就赚翻，八成校友笑说：早知道早点念！
zh_0761	台灣人護照一刷，海關比行李還快現身！
zh_0762	川普关税叠叠乐，台湾被加到“20%快乐”！
zh_0763	林家謙開演唱會，自肥成功還帶十位姐姐一起發夢！
zh_0764	藏壽司新店開張，吃九折送吉伊卡哇，胃和少女心一起被掏空！
zh_0765	辛芷蕾穿“国际巨星”T恤，成功骗过《VOGUE》镜头。
zh_0766	肿瘤躲神经里装哑巴？学会听它喊“救命”！
zh_0767	台積電漲到1365，股民數完零都快缺氧了！
zh_0768	伊斯坦堡跳了支5.0级地板舞，居民秒变街头快闪族。
zh_0769	亚洲机会太多，论坛开完都来不及捡！
zh_0770	林民旺：印度还在给美国的“塑料友情”交智商税。
zh_0771	许瑞奇一抬手，金马评委就投降：这演技浑然天成，别打了！
zh_0772	金门变“人满为患”主题乐园，北高急派加班机“捞人”！
zh_0773	兄弟隊新任「胴上投捕」上線，平野喊話王凱程：撐到最後別躺平！
zh_0774	科技：让人类一边躺平，一边担心被AI取代。
zh_0775	港香蘭違規被抓包，民眾嚇得連補藥都不敢補！
zh_0776	律师想直播看光碟，应晓薇喊检方快挖新料！
zh_0777	习大大看了《美丽新疆》，笑说：“这晚会比大盘鸡还香！”
zh_0778	中东站在十字路口，连导航都懵了。
zh_0779	膝盖咔咔响？别慌，它可能只是在跟你唠嗑！
zh_0780	大里民宅上演“火速逃亡”，16车消防队赶来给房子降温。
zh_0781	蘋果要把MacBook改成iPad那樣，賈伯斯地下有知怕是要翻白眼：「不是說過這設計爛嗎？」
zh_0782	安徽高校撒钱过节，学生直呼“被宠成宝”！
zh_0783	玉山银行搞了个“金融快认脸”，办业务快到连钱包都来不及掏！
zh_0784	八堵居民抗议：活动中心变机房，以后跳广场舞要配降噪耳机？
zh_0785	宗馥莉心腹“水”落石出，娃哈哈桶里装的是利润还是谜？
zh_0786	東元大戲開演，外資掃貨掃到百元門檻都踩爛了！
zh_0787	徐芳达：组屋重建别变抽奖，手气好也不能白捡房！
zh_0788	TVBS直播24小时，连你失眠都算收视率！
zh_0789	天河路变身“红”运当头打卡地，连风都染成中国红！
zh_0790	雲林板橋軌道旁，壽險建商搶地蓋夢想：上班、睡覺、血拼一條龍！
zh_0791	财富？先中个彩票再说！
zh_0792	红磡小伙跳楼“秒删”人生，连缓冲都没加载完。
zh_0793	苏永康吸毒惹祸，老婆和闺蜜急着“洗白”！
zh_0794	二沙岛音乐会热到连秋天都冒汗！
zh_0795	大学生手搓机械战甲，辅导员：毕业设计能穿去答辩吗？
zh_0796	雄中生怒揭老師「改收據」，影印店：我印的是真，你改的是假！
zh_0797	強弓配愛國者，美國副總裁來牽紅線！
zh_0798	十岁娃翘课太久，老师一查——人已在屋里“永久请假”。
zh_0799	高雄2026大乱斗，绿营四打一，居然只有一人没被柯志恩KO！
zh_0800	千萬中獎飛了，只因少點一下「確認」——雲端發票：我沒說不給，是你自己手滑！
zh_0801	第44次抓到有人乱改我标题，这次是凤凰网和微博！
zh_0802	明月：今晚不加班，但你得自己找Wi-Fi连它。
zh_0803	林暉盛一指封神，平野直呼“大拇指都按不住了”！
zh_0804	“01观点”：不是二进制吵架，就是AI在讲道理。
zh_0805	复兴快车道，堵车都不带停的！
zh_0806	老外组团在台湾造“中文怪物”，两天吓出170万点阅！
zh_0807	俄乌互掐，地球都看累了。
zh_0808	特辑：别人家的新闻，专治你的无聊。
zh_0809	古树们终于有了“国家级保镖”！
zh_0810	新北藥界湊500個護理包，幫花蓮光復「傷心」重建！
zh_0811	花蓮光復？先救災再復仇吧！
zh_0812	韓國議員酸總理：台灣GDP漲、選舉亮，你還在等什麼？
zh_0813	阿伯闖紅燈撞飛騎士，下車淡定扶助行器：「等我一下，剛才那步沒走穩。」
zh_0814	安理会派“黑”帮去镇压海地黑帮？
zh_0815	嘉市光織影舞10月開演，愛麗絲帶你掉進兔子洞蹦迪！
zh_0816	花蓮6歲娃玩躲貓貓，結果被泥沙「藏」太深，媽急到崩潰，好在最後平安出場！
zh_0817	铁路开启“人从众”假期模式！
zh_0818	志明出手，假新闻秒变“前任”。
zh_0819	鳳山車站大樓招租四連跪，屋頂的太陽能板都比它搶手。
zh_0820	热搜又双叒叕炸了，吃瓜群众速来集合！
zh_0821	邻居吵到动刀，静音键按成了凶器。
zh_0822	法国女生出门前只靠一瓶“魔法水”，从发丝到脚趾都ready到能直接走红毯！
zh_0823	这家书店专治“看完就忘”，可惜老板自己忘了开店。
zh_0824	电子厂带头“卷”，制造业PMI都忍不住往上冲！
zh_0825	石破茂在联大谈历史，外交部：您这“石”话该补补课了。
zh_0826	蕾哈娜三胎凑齐“好”字，Riri家开幼儿园了！
zh_0827	连云港一饭店办酒席，屋顶先“干杯”塌了，四人被救出。
zh_0828	“全都没了，连空气都打包带走了！”
zh_0829	花蓮光復鄉被震慘，內閣聲量冠軍竟是「地震」！
zh_0830	外交别“撕”社会，共识还得留着过年。
zh_0831	兄弟新任「胴上投捕」出爐，平野喊話王凱程：撐到最後別先躺平！
zh_0832	广东人抢车比抢月饼还狠，国庆还没到，轮子都租光了！
zh_0833	总理说：改教育、促就业，不让年轻人的简历只配当泡面垫！
zh_0834	淡滨尼一脚踹翻巴吞，登顶榜首笑嘻嘻！
zh_0835	韩国中秋连假变“连堵”，机场罢工让526万人集体上演《人在囧途》。
zh_0836	持证上网，谨防笑出404。
zh_0837	女孩一出手，世界抖三抖！嘉市女孩日嗨翻全场～
zh_0838	自由電子報X：自由到連報都報不清楚！
zh_0839	刘燕玲：东盟别光“拼单”，得一起“拼政策”了！
zh_0840	三峡升船机“躺平”检修完，又开始卷着带船上天了！
zh_0841	摘星主厨有本和辉，把大阪路边摊“卷”上了米其林餐桌。
zh_0842	艺文格物，格着格着就饿了。
zh_0843	斜杠艺术家樱崎露露办展“蘑菇一下”，专治各种不服的怪咖！
zh_0844	国庆首日票房破3亿，IP续作带娃全家齐上阵！
zh_0845	金融圈八卦，比K线还刺激。
zh_0846	逛个店，顺手把下午茶也给“试穿”了。
zh_0847	01招聘：招人，不招bug。
zh_0848	《环球时报》出品，自带“环”保功能。
zh_0849	有事您说话，没事也欢迎来撩！
zh_0850	自由電子報：看完這新聞，我的自由沒了。
zh_0851	川普联大演讲：电梯罢工、提词器死机，连立场都跟着蓝屏重启！
zh_0852	全网都在聊，连我家猫都刷到了。
zh_0853	港生理财跌到B-，被骗1100还笑称“交学费”。
zh_0854	曼城犹太会堂遇袭，警方火速抓俩“狼队友”。
zh_0855	凱基人壽又拿四座獎，保險界「四冠王」實錘了！
zh_0856	台积电冲上1355元闪了一下，大盘就跌了50点——昙花一现，股民心碎。
zh_0857	以军喊话加沙居民：不跑就当你在玩COS恐怖分子！
zh_0858	何清涟问：谁手滑把美国“取消文化”这魔鬼放出来的？
zh_0859	本月50人“悔婚”楼盘，壹沐两房买家被“分手费”割走29万。
zh_0860	广州今天一口气开3条城际2段地铁，堵车师傅集体失业！
zh_0861	10月1日起，病毒排队打疫苗，你先还是我先？
zh_0862	想吃“明周”，结果下周都等不到。
zh_0863	姚帅说：全球发展倡议，越用越香！
zh_0864	故宮去捷克辦展，嘴上說不談政治，連青花瓷都偷偷站隊。
zh_0865	TVBS首页：点进来，世界更糟了！
zh_0866	博主又在键盘上种草了。
zh_0867	麥德姆來送雨，中秋熱到融，降溫？再等等！
zh_0868	時富金融被「第三者」看上，復牌狂飆四成，股東笑醒！
zh_0869	中秋拜土地公，馬年犯太歲的四位老鐵快來補財庫，別等窮到只能啃月餅皮！
zh_0870	We TAIWAN？日本镜子里的台湾滤镜开太大啦！
zh_0871	36家机构排队领“币”条，生怕错过下一波韭菜收割季。
zh_0872	中信兄弟又双叒叕封王，队史第20冠，对手都看麻了！
zh_0873	豆花店遭“前所未有灾难”，老板哭诉：糖水变泪水，损失百万！
zh_0874	教育：把娃送进学校，把头发留在家里。
zh_0875	薔薔裸騎駿馬，一手遮不住全網辣眼睛！
zh_0876	寧寧粉絲帥到合照一轉頭，路人集體心臟暴動！
zh_0877	花蓮賑災專戶開張，物資請送糖廠體育館——甜的苦的都收！
zh_0878	美国新秀凯蒂一天破两纪录，泳池都来不及换水！
zh_0879	“一带一路”商协会大会在榕城开完会，连茶都喝出丝路味了！
zh_0880	《航海王2》要来了，Netflix连罗格镇的海报都偷跑啦！
zh_0881	十号风球当空调，草地打坐练神功！
zh_0882	AI工具榜出炉，网友：它不仅能干活，还能哄我开心！
zh_0883	檀健次《震耳欲聋》一响，国庆档钱包先“聋”了！
zh_0884	台剧开挂了，科技加创意，卷死隔壁韩剧！
zh_0885	侨联换帅，58岁接棒68岁，领导岗位也讲究“保鲜期”。
zh_0886	農業部搞「電農」培訓，讓農民邊種地邊直播帶貨！
zh_0887	《明报》一脚踏进大湾区，差点被早茶烫到脚趾头。
zh_0888	这玩意儿不科技，纯属玩物丧志！
zh_0889	“即时”到连外卖小哥都还没喘口气！
zh_0890	董至成扮伪娘陪酒，老婆气到喊离婚，他心里滴血、脸上掉粉！
zh_0891	台风一来，学校放假，爸妈崩溃，娃狂喜！
zh_0892	“文化+”：加了点啥，咋还上头了？
zh_0893	杨莉明：本地媒体防“外挂”，政府已上锁。
zh_0894	光復鄉變「光泳」鄉，魚都比人熟路！
zh_0895	特别呈现：老板说“特别”的时候，通常意味着要加班。
zh_0896	美国政府关门，游客吃闭门羹，75万公务员集体“带薪摸鱼”变“无薪干瞪眼”。
zh_0897	看診看到變潛水，醫生忙著搬藥不搬磚！
zh_0898	从《熱帶魚》游到《夜校女生》，40年台灣女性故事一次看完，眼睛都變膠卷了！
zh_0899	鴻海工程師辭掉百萬年薪去追夢，結果金鐘獎找上門——原來他轉行寫劇本太好笑！
zh_0900	换季梳头像蒲公英，专家说：再不护发，风一吹就秃！
zh_0901	刚卸任就“被查岗”，易会满这退休礼有点硬核。
zh_0902	京ICP证090455号：本服务贵在“增值”，不包笑。
zh_0903	川习电话聊嗨了，TikTok续命成功！
zh_0904	教育出版社：专治学渣，无效退书。
zh_0905	伊朗女骑士油门一拧，墨西哥女司机APP一点，谁还管男人导航？
zh_0906	秋分养生靠“白”吃：花椰菜洋葱齐上阵，炎症看了都绕道走！
zh_0907	玩着玩着就上热搜了。
zh_0908	房子住进去了，房本还在“路上”？官方终于出手催快递了！
zh_0909	馬太鞍溪堰塞湖：堵不如疏，早幹嘛去了？
zh_0910	贝森特警告：政府一“躺平”，GDP就“瘦身”。
zh_0911	卓榮泰怒嗆傅崐萁：救災不是鬥嘴大賽！
zh_0912	千葉餐飲10月「鬼」混限定，吃飽才有力氣嚇人！
zh_0913	大陆：地大物博，就是WiFi信号有点挑地方。
zh_0914	海南一“封关”，中外人士秒变“关内网友”。
zh_0915	颱風「樺加沙」橫掃大灣區，結果吹累了，自己減肥成功。
zh_0916	AI搭降息快車，小科技股要發了！
zh_0917	这瓜保熟，热搜都烫嘴了！
zh_0918	李李仁：新加坡求学挺好，就是钱包瘦得比儿子还快。
zh_0919	馬太鞍溪變「馬太慘」，雨下100毫米，人沒了24個！
zh_0920	台泰互撩，目标200万人次“串门儿”！
zh_0921	花蓮震到縣長連甩鍋都慢半拍！
zh_0922	越南新娘团集体“截胡”，许光汉差点被婚纱淹没！
zh_0923	吴怡农：想当台北市长？我争取服务市民，顺便帮绿营试试水温！
zh_0924	AI冰箱成精了，不仅能唠嗑，还会催你快吃快过期的菜！
zh_0925	推广项目？不如推我进项目！
zh_0926	农业和健康谈起了双向奔赴的恋爱。
zh_0927	潘若迪喊话：团结取暖，花莲不冷！
zh_0928	六岁娃上梁靠“集气”，干姑姑姑丈却“失联”跑路！
zh_0929	于朦胧一坠楼，墙内热搜崩了，BBC笑纳头条！
zh_0930	朦胧哥哥打赏带节奏，30秒闪送主播进小黑屋。
zh_0931	丑小鸭碰上灰姑娘，9/27土城上演“谁更惨”奇幻大戏！
zh_0932	热浪烤糊赛道，诺里斯装傻避“内战”。
zh_0933	“盗版警告：本公告板已更正，请勿抄袭我们的更正。”
zh_0934	克里斯·伊凡一句“天作之合”，差点把達柯塔·強生送进民政局——隔壁的离婚处！
zh_0935	此物归我，偷看罚笑！
zh_0936	國軍來救災，泥巴先到家。
zh_0937	专家建议多睡觉，因为梦里啥都有。
zh_0938	胡塞武装：说好的停火，我反悔了！
zh_0939	积分清零，优雅还在，英国球评：史上最强女单，账单除外！
zh_0940	星巴克买一送一，85度C第二杯白送，咖啡党今天集体“诈”醒！
zh_0941	快闪雕像笑川普，夜巡小狗竟是“高仿”？街头艺术玩出殿堂级碰瓷！
zh_0942	高雄驚現「證」假保母，社會局：罰你沒商量！
zh_0943	老外懵了：全车人刷手机，画面居然一模一样？
zh_0944	“自由广场开会，连空气都举手发言。”
zh_0945	台风要来，粤琼闽三地喜提1.5亿“防风红包”！
zh_0946	匹克球一响，有人笑出腹肌，有人愁掉头发。
zh_0947	行动电源变“行动火山”，母女抱头痛哭：这玩意儿烧的不是电，是家！
zh_0948	曾沛慈自爆是颜控，结果理发店偶遇“天菜”学长，一句“洗头吗？”改变一生。
zh_0949	台灣棒球隊三轟加好投，把香港隊「扣」到懷疑人生！
zh_0950	钱没赚到，头发先缴税了。
zh_0951	孫藝真兒子一撒嬌，媽咪秒變高音喇叭！
zh_0952	阿圆纹身变“惨叫鸡”，痛到泪崩直呼：早知道改P图了！
zh_0953	去乌斯怀亚看世界尽头，顺带把悲壮历史当配菜下酒。
zh_0954	2.3亿威力彩开出，对中7码直接躺平养老！
zh_0955	画家女友想把他画成前任，Ryu怒吼：“你这是要给我上色还是上坟？”
zh_0956	李昱諄差一點就八強，可惜世界第三不讓路。
zh_0957	全家海边打卡，浪一来全变“浪”人，政府喊别靠太近，群众：再拍一张！
zh_0958	国际：地球村又吵翻了，WiFi信号都救不了。
zh_0959	出国读书，钱包瘦身成功。
zh_0960	台泥电池厂一烧，保险公司的秘密比火还旺。
zh_0961	王柏傑情傷四年，好友楊銘威淡定爆料：他現在peace到連蚊子叮都說謝謝。
zh_0962	七千块买11吋大屏，钱包不哭，眼睛笑！
zh_0963	东风和华为老大偷偷牵手，猛士越野要变“聪明”了？
zh_0964	《粉红豹》女神走了，她演过喜剧，却活成了悲剧。
zh_0965	下载APP，不然老板以为你不想加班！
zh_0966	健保总額漲5.5％，連算盤都嚇得跳票！
zh_0967	专家说：我有观点，你有瓜子吗？
zh_0968	金羊图库：羊都比你有图！
zh_0969	举报27家黑砖厂后，上官正义发现——自己快成“砖”家了。
zh_0970	周杰伦穿自家联名鞋，巨星身份免排队！
zh_0971	
zh_0972	老外不来拍，新人翻倍掏腰包！
zh_0973	教宗开撕川普移民政策，保守派天主教徒的蜜月变“离婚冷静期”。
zh_0974	广东凭啥让百万英才“职”奔钱途？
zh_0975	左撇子女孩横扫金马9项提名，导演笑到差点用左手飞上天！
zh_0976	《天才衝衝衝》卡關「熙熙攘攘」，來賓念到快「攘」不住了！
zh_0977	生活太闲，只好拿消遣当正经事干。
zh_0978	吴越寻黄檗，走到崇德腿都快断了，福严寺还在望梅止渴！
zh_0979	从棒球场鼓掌鼓到战舰上，美国人的敬军热情比爆米花还脆！
zh_0980	快乐才是最强抗老精华，笑出皱纹算我输！
zh_0981	鸡排哥一来，景德镇的瓷器都忙着接流量，差点忘了自己是干啥的！
zh_0982	久利生：有家公司想单挑TikTok，勇气可嘉，骨灰盒已备好。
zh_0983	「共眠煞」不打呼都快成隐形杀手了，医生喊你别睡太香！
zh_0984	白嘉莉来了，美得连艺术都跨界来围观！
zh_0985	H&M三季度卖衣服赚了570亿瑞典克朗，够买下半个北欧衣柜了。
zh_0986	堰塞湖一溢流，检察官比救护车来得还快。
zh_0987	台灣隊連環扣，11:0把香港隊轟到懷疑人生！
zh_0988	白银疯涨62%，连黄金都追着喊大哥！
zh_0989	假期别躺平，祖国山河在召唤——再不去人就比景多了！
zh_0990	倒霉蛋一不小心把人生玩成了开挂模式。
zh_0991	体育一动，钱包就空。
zh_0992	我的人生，甜得冒泡，还带点气儿！
zh_0993	女律师控吕秋远“催堕胎+炒鱿鱼”，百万索赔谈崩了。
zh_0994	刘惟诚：土团党内乱，谁在背后偷偷搓麻将？
zh_0995	曼谷路面玩“塌房”，水电秒变限量供应。
zh_0996	鳳山車站換燈如換頭，農曆年前閃亮登場！
zh_0997	“公民”变“公墓”，就差一口气。
zh_0998	Smart #4接棒ForFour，欧洲独享，国内只能望“车”兴叹。
zh_0999	文科生道歉，韩国青年就业难到连专业都背锅。
zh_1000	堰塞湖搞“垂直避難”？災防中心：別鬧，那是山不是電梯！
